0 0 -1
-3.48779 -0.156669 0
-3.45583 -0.329342 0
-2.71945 1.00681 0
-2.50543 -0.344008 0
-2.20437 1.06179 0
-2.06668 0.59342 0
-1.99942 0.169302 0
-1.92096 1.01676 0
-1.78986 0.346075 0
-1.74703 1.42708 0
-1.71068 0.654002 0
-1.67369 0.597711 0
-1.61228 -0.130858 0
-1.58129 0.570683 0
-1.55533 1.68428 0
-1.29301 1.64914 0
-1.1033 0.925334 0
-1.04512 -0.10538 0
-1.03326 1.60437 0
-0.842343 -0.355618 0
-0.738552 0.528953 0
-0.665312 0.809054 0
-0.578836 1.02534 0
-0.554468 0.671311 0
-0.48735 0.233761 0
-0.461553 1.29484 0
-0.384779 0.67853 0
-0.257593 2.26431 0
-0.0560222 1.68679 0
-0.0503081 2.17214 0
-0.0180658 0.0856899 0
-0.00166118 2.37586 0
0.0550563 1.53833 0
0.0678465 2.119 0
0.0839129 -0.139775 0
0.0972702 -0.0145473 0
0.158653 -0.316476 0
0.252665 1.3398 0
0.374671 1.26562 0
0.436769 1.54816 0
0.483263 0.914302 0
0.619757 -0.330444 0
0.775483 0.46306 0
0.775951 -0.0803056 0
0.776271 2.17014 0
1.01035 -0.417988 0
1.11857 0.00203734 0
1.12385 1.56977 0
1.23891 0.429637 0
1.36697 0.760073 0
1.45787 -0.0104145 0
1.46042 2.90173 0
1.46279 2.70344 0
1.49031 2.73286 0
1.50219 2.59017 0
1.51472 0.151521 0
1.56467 0.552736 0
1.60103 -0.126747 0
1.60853 2.85483 0
1.67457 -0.314794 0
1.67806 0.700194 0
1.88419 0.524393 0
1.90377 1.81689 0
1.95835 0.419954 0
1.97224 0.876002 0
2.18078 1.25364 0
2.21867 0.860823 0
2.24169 0.338032 0
2.31686 1.28604 0
2.34727 1.00599 0
2.39723 0.78078 0
2.56492 -0.250454 0
2.68781 0.336872 0
2.78311 -0.0928581 0
3.06942 0.0861008 0
5 3 -1
1.65564 4.12401 1
1.73985 4.1044 1
1.75946 3.00652 1
1.89866 5.62154 1
1.92886 3.46731 1
2.4027 3.63751 1
2.52624 3.96077 1
2.62906 3.85636 1
2.68062 5.40155 1
3.01961 2.84593 1
3.02266 3.19092 1
3.07871 1.82241 1
3.18736 4.74184 1
3.18985 4.8285 1
3.32198 3.2327 1
3.41913 4.21504 1
3.44537 7.16637 1
3.45978 2.30986 1
3.4624 2.49308 1
3.4695 4.2654 1
3.60345 6.98772 1
3.61161 3.63853 1
3.75846 -0.388968 1
3.77007 1.80237 1
3.78695 5.15452 1
3.79157 3.21401 1
3.79849 3.97132 1
3.87762 1.90756 1
3.88643 3.03994 1
3.96265 3.40891 1
3.98575 7.36899 1
4.03047 0.0681515 1
4.03453 4.06246 1
4.03699 6.28423 1
4.06441 0.203865 1
4.07403 2.59346 1
4.13768 2.59341 1
4.2355 0.388047 1
4.33929 1.18667 1
4.38505 1.35954 1
4.44727 3.98 1
4.49096 1.99587 1
4.49729 -1.01966 1
4.51305 3.04618 1
4.5975 4.71375 1
4.67381 2.74648 1
4.71081 6.11488 1
4.72 2.04028 1
4.73715 2.26589 1
4.74114 4.73285 1
4.8224 -0.170055 1
4.82918 -1.01859 1
4.85302 1.0995 1
4.89931 4.6665 1
4.9021 2.50095 1
4.90252 -1.44142 1
4.91024 -0.352057 1
4.92127 4.34507 1
4.94808 3.7829 1
4.97724 4.63665 1
5.04693 0.372367 1
5.10122 1.88838 1
5.16196 4.49171 1
5.21318 3.68807 1
5.21346 4.39428 1
5.22675 3.39473 1
5.34105 -1.04998 1
5.39187 6.03038 1
5.573 1.49104 1
5.62882 2.28489 1
5.67508 3.04256 1
5.68742 0.65455 1
5.73273 3.05185 1
5.77462 -1.48055 1
5.78672 4.64001 1
5.8497 5.55076 1
5.85525 0.828827 1
5.92903 2.93874 1
5.93365 3.00929 1
5.98405 4.789 1
6.04101 4.48372 1
6.05499 3.58006 1
6.11005 2.8732 1
6.15235 -0.48209 1
6.16302 2.00207 1
6.19834 4.184 1
6.21659 3.4962 1
6.25959 2.76528 1
6.33742 4.10407 1
6.42243 -0.566305 1
6.47528 3.45936 1
6.48818 6.28344 1
6.49414 2.9374 1
6.62059 5.32918 1
6.68678 -0.644007 1
6.90818 6.4079 1
6.94264 4.86489 1
7.01889 1.48442 1
7.09277 2.24679 1
7.09588 0.170689 1
7.20405 1.50598 1
7.30857 -0.858346 1
7.38833 2.66626 1
7.58627 1.39864 1
7.59789 3.28378 1
7.74951 0.268399 1
7.83689 0.518454 1
7.85105 3.70428 1
7.85645 2.2504 1
7.86509 2.48401 1
7.87227 5.7755 1
7.93009 2.17477 1
8.0861 3.75487 1
8.11579 5.95759 1
8.11853 3.59004 1
8.1878 2.14349 1
8.36072 0.330105 1
8.40527 2.67737 1
8.4243 3.26916 1
8.58684 4.9967 1
8.59062 1.25944 1
8.60265 3.96528 1
8.96242 1.84552 1
9.21071 6.65953 1
9.96697 2.68234 1
10.842 2.13445 1
-2 4 -1
-6.75464 1.5022 2
-6.67192 4.00452 2
-5.84447 5.67922 2
-5.76675 5.5482 2
-5.67824 0.587493 2
-5.29313 1.8785 2
-5.27346 5.22281 2
-5.15922 4.53359 2
-4.7648 6.46504 2
-4.67351 6.80768 2
-4.41039 6.13586 2
-3.99662 0.54995 2
-3.99401 5.70566 2
-3.97714 0.801446 2
-3.83365 2.18253 2
-3.82971 4.63258 2
-3.82277 4.53184 2
-3.81739 1.49535 2
-3.8038 2.61092 2
-3.76002 4.28813 2
-3.7586 5.3214 2
-3.75087 6.88973 2
-3.72547 3.13095 2
-3.59677 3.94353 2
-3.57695 1.27129 2
-3.54994 4.83766 2
-3.50261 5.39395 2
-3.32579 5.66736 2
-3.29041 3.72526 2
-3.16397 8.75018 2
-3.15501 2.50974 2
-3.13901 1.30472 2
-3.0093 8.65608 2
-2.98221 7.32595 2
-2.96361 1.99814 2
-2.94557 3.12626 2
-2.90011 1.20145 2
-2.72691 6.40288 2
-2.69609 4.90453 2
-2.6462 5.20394 2
-2.61938 1.83189 2
-2.57781 3.96185 2
-2.45844 4.1214 2
-2.39195 4.63364 2
-2.31981 2.61816 2
-2.28584 5.89882 2
-2.25775 5.05851 2
-2.15919 1.9646 2
-2.06927 9.43347 2
-1.9747 5.61954 2
-1.95832 2.42653 2
-1.9514 6.33425 2
-1.89053 4.19376 2
-1.84425 4.06082 2
-1.83415 2.27081 2
-1.82937 4.26179 2
-1.80108 4.98262 2
-1.71031 2.1055 2
-1.66176 2.93815 2
-1.63988 6.23774 2
-1.57455 4.23922 2
-1.53545 3.24062 2
-1.49891 2.48822 2
-1.49113 4.13019 2
-1.47215 4.14437 2
-1.26642 3.45071 2
-1.26355 6.09857 2
-1.24769 2.57201 2
-1.2297 4.21295 2
-1.20881 2.86385 2
-1.15014 4.97347 2
-1.04728 5.20447 2
-0.982815 3.35099 2
-0.902399 4.48832 2
-0.89604 3.50417 2
-0.801519 3.84663 2
-0.682372 7.01268 2
-0.68146 5.61684 2
-0.644226 4.20099 2
-0.61416 2.35846 2
-0.577194 4.8599 2
-0.309103 4.20162 2
-0.28252 5.39851 2
-0.260322 2.53225 2
-0.0696135 6.1969 2
-0.0471284 6.27806 2
-0.0095716 5.1952 2
0.10609 4.27075 2
0.113776 5.90235 2
0.116193 6.90436 2
0.117929 7.99384 2
0.316859 5.47124 2
0.366795 4.59312 2
0.445489 3.98594 2
0.506052 3.25291 2
0.576302 3.03508 2
0.686035 7.64453 2
0.712704 4.21329 2
0.717566 3.42288 2
0.768112 5.11344 2
1.01588 5.92171 2
1.06182 4.96643 2
1.09108 6.05126 2
1.12044 5.47149 2
1.17323 6.89822 2
1.4021 6.09761 2
1.56206 5.34212 2
-1 -4 -1
-6.82974 -3.31393 3
-5.33239 -3.57434 3
-4.93821 -6.7476 3
-4.81342 -3.51795 3
-4.79819 -8.30427 3
-4.48231 -1.44121 3
-4.42815 -2.06957 3
-4.36681 -4.60118 3
-3.70776 -2.06498 3
-3.67095 -3.13847 3
-3.67063 -2.54024 3
-3.58666 -3.75411 3
-3.5439 -2.30481 3
-3.149 -4.93796 3
-3.09588 -5.68769 3
-3.05291 -2.14496 3
-2.95998 -1.70775 3
-2.85516 -5.83658 3
-2.70409 -6.78024 3
-2.6863 -4.4157 3
-2.62006 -4.83533 3
-2.58737 -6.03167 3
-2.55364 -4.45651 3
-2.5392 -7.70428 3
-2.49564 -3.91891 3
-2.48992 -3.91952 3
-2.47317 -2.91501 3
-2.35338 -4.82254 3
-2.21888 -6.42933 3
-2.17057 -6.53758 3
-2.10218 -3.44646 3
-2.05634 -7.14485 3
-1.84998 -4.02767 3
-1.84948 -6.71634 3
-1.83398 -5.4207 3
-1.74117 -3.37272 3
-1.74066 -2.59693 3
-1.69243 -3.61729 3
-1.67172 -2.17759 3
-1.64395 -2.87272 3
-1.58488 -3.02203 3
-1.49834 -2.59074 3
-1.44078 -8.28884 3
-1.42262 -2.74053 3
-1.36509 -5.5757 3
-1.34972 -2.51888 3
-1.27892 -3.8176 3
-1.15397 -5.90886 3
-1.14264 -3.87742 3
-1.11472 -6.15905 3
-1.08843 -3.51371 3
-1.05719 -2.61278 3
-1.03472 -6.49397 3
-0.988881 -5.25077 3
-0.977074 -3.64238 3
-0.951088 -3.05475 3
-0.919398 -5.13557 3
-0.911121 -4.28541 3
-0.85199 -3.71027 3
-0.80721 -5.58676 3
-0.766583 -5.82108 3
-0.751289 -5.82963 3
-0.732034 -3.72977 3
-0.661849 -2.94951 3
-0.604153 -4.12268 3
-0.506915 -4.48956 3
-0.349309 -2.59171 3
-0.312419 -5.13251 3
-0.214424 -3.0659 3
-0.153952 -5.22385 3
-0.133394 -3.81263 3
-0.0403944 -6.00355 3
-0.0260751 -4.9458 3
-0.014592 -4.02214 3
-0.0101627 -3.20842 3
0.0105761 -3.08662 3
0.0755443 -3.0294 3
0.0999517 -3.53154 3
0.106233 -3.73127 3
0.144188 -7.50645 3
0.157759 -3.51643 3
0.171887 -3.80905 3
0.172763 -5.35528 3
0.25564 -5.45441 3
0.282098 -5.41674 3
0.287638 -3.41544 3
0.295823 -3.08523 3
0.296631 -3.20124 3
0.37876 -4.19976 3
0.395855 -3.09216 3
0.402563 -3.60835 3
0.472731 -6.20339 3
0.567877 -3.40216 3
0.586637 -7.86528 3
0.598116 -3.51649 3
0.649979 -6.70103 3
0.701799 -4.11679 3
0.845035 -5.69623 3
0.966991 -3.70494 3
1.02246 -4.92756 3
1.08797 -5.01708 3
1.12275 -7.83001 3
1.27144 -3.60625 3
1.29734 -6.66815 3
1.42416 -4.41936 3
1.59937 -3.28504 3
1.74615 -5.77846 3
1.8997 -6.15131 3
2.03887 -7.0474 3
2.0438 -5.53245 3
3.05922 -4.75247 3
3.48553 -6.17459 3
3.63468 -5.27666 3
3.66193 -5.07996 3
4.32154 -5.20287 3
0 -1 -1
-3.75449 -0.975849 4
-3.22361 -1.01981 4
-1.90655 -0.901446 4
-1.89497 -0.551351 4
-1.79023 -0.953751 4
-1.7802 -1.9285 4
-1.73857 -0.542433 4
-1.59426 -1.54409 4
-1.58732 -1.81238 4
-1.51244 -0.63937 4
-1.5036 -2.14817 4
-1.40596 -1.51128 4
