-3.32579 5.66736
5.21346 4.39428
4.9021 2.50095
-1.89053 4.19376
-0.858829 -1.85846
-1.90655 -0.901446
-4.36681 -4.60118
-1.15397 -5.90886
-1.84425 4.06082
2.47562 -2.38563
5.10122 1.88838
-3.58666 -3.75411
1.8997 -6.15131
-0.488063 -1.78498
5.16196 4.49171
0.374671 1.26562
1.59937 -3.28504
7.85645 2.2504
-2.5392 -7.70428
-3.82971 4.63258
-2.49564 -3.91891
0.445489 3.98594
3.77007 1.80237
-1.83415 2.27081
1.14915 -1.69408
-1.42262 -2.74053
-1.2297 4.21295
-3.81739 1.49535
1.51472 0.151521
1.65564 4.12401
1.46279 2.70344
0.712704 4.21329
-0.552826 -1.85307
1.06234 -0.800916
2.0438 -5.53245
2.96911 -2.12423
-0.808067 -1.33771
6.04101 4.48372
5.98405 4.789
-3.8038 2.61092
5.93365 3.00929
0.251541 -1.48576
4.74114 4.73285
1.73985 4.1044
-3.75449 -0.975849
2.72168 -1.54903
3.61161 3.63853
-2.47317 -2.91501
-5.29313 1.8785
-1.20881 2.86385
3.88643 3.03994
-1.79023 -0.953751
5.67508 3.04256
4.03047 0.0681515
-1.15014 4.97347
0.116193 6.90436
-3.09588 -5.68769
-1.04512 -0.10538
0.717566 3.42288
0.353503 -0.868017
3.87762 1.90756
-1.58488 -3.02203
-3.0093 8.65608
-0.604153 -4.12268
-2.71945 1.00681
-0.48735 0.233761
6.47528 3.45936
1.06182 4.96643
-1.44078 -8.28884
7.87227 5.7755
-1.57455 4.23922
-1.49891 2.48822
-1.58129 0.570683
1.90377 1.81689
-1.04728 5.20447
0.316859 5.47124
1.60853 2.85483
3.78695 5.15452
-3.83365 2.18253
1.08797 -5.01708
-2.28584 5.89882
3.05922 -4.75247
-2.6462 5.20394
0.649979 -6.70103
7.09588 0.170689
0.506052 3.25291
1.1973 -2.62175
-0.857346 -1.35769
0.0999517 -3.53154
1.49031 2.73286
1.89866 5.62154
4.71081 6.11488
-0.214424 -3.0659
1.10699 -1.75635
8.96242 1.84552
-1.7802 -1.9285
-0.014592 -4.02214
5.34105 -1.04998
-3.29041 3.72526
4.38505 1.35954
3.22454 -1.34823
5.77462 -1.48055
6.68678 -0.644007
-0.178118 -0.845736
1.4021 6.09761
2.03887 -7.0474
-0.554468 0.671311
-6.75464 1.5022
0.546373 -2.826
0.472731 -6.20339
3.44537 7.16637
-0.349309 -2.59171
-1.01924 -1.16388
-5.33239 -3.57434
-2.17057 -6.53758
5.469 -2.71196
-1.9747 5.61954
1.11857 0.00203734
2.41271 -1.64432
2.9881 -1.494
6.16302 2.00207
-1.58732 -1.81238
-0.0101627 -3.20842
4.5975 4.71375
0.402563 -3.60835
-2.72691 6.40288
-2.06927 9.43347
2.56492 -0.250454
7.58627 1.39864
9.21071 6.65953
-2.96361 1.99814
-0.124353 -1.28005
-1.64395 -2.87272
-0.309103 4.20162
-3.76002 4.28813
-0.766583 -5.82108
-0.0696135 6.1969
-0.311234 -1.06929
2.68781 0.336872
3.66193 -5.07996
1.75946 3.00652
4.67381 2.74648
0.775951 -0.0803056
2.90455 -1.78713
0.576302 3.03508
0.966991 -3.70494
0.303187 -2.68878
-1.47215 4.14437
0.845035 -5.69623
3.26769 -2.11301
5.62882 2.28489
-0.973649 -1.51394
3.32198 3.2327
2.15676 -0.657458
-2.85516 -5.83658
-0.506915 -4.48956
0.701799 -4.11679
2.23532 -2.09497
6.42243 -0.566305
0.231427 -2.68993
2.24169 0.338032
3.02266 3.19092
0.0755443 -3.0294
1.81999 -1.21624
1.42416 -4.41936
0.0105761 -3.08662
-3.48779 -0.156669
-3.22361 -1.01981
-1.08843 -3.51371
3.98575 7.36899
-2.98221 7.32595
7.09277 2.24679
4.49096 1.99587
-0.738552 0.528953
-1.84998 -4.02767
4.90252 -1.44142
2.4496 -2.38604
4.85302 1.0995
1.21702 -0.965001
3.18736 4.74184
-2.55364 -4.45651
6.49414 2.9374
-2.6863 -4.4157
1.67457 -0.314794
-0.0471284 6.27806
5.92903 2.93874
1.88419 0.524393
-4.81342 -3.51795
3.4695 4.2654
-0.0560222 1.68679
2.31686 1.28604
3.4624 2.49308
5.04693 0.372367
-2.57781 3.96185
6.90818 6.4079
8.0861 3.75487
4.51305 3.04618
-1.05719 -2.61278
-0.577194 4.8599
2.4027 3.63751
1.27144 -3.60625
-0.682372 7.01268
-1.00025 -0.937037
1.97224 0.876002
-5.84447 5.67922
-3.99401 5.70566
-0.977074 -3.64238
8.59062 1.25944
8.58684 4.9967
4.13768 2.59341
3.60345 6.98772
8.4243 3.26916
-0.153952 -5.22385
-2.95998 -1.70775
-3.15501 2.50974
-2.10218 -3.44646
6.48818 6.28344
4.2355 0.388047
-1.74117 -3.37272
4.89931 4.6665
0.366795 4.59312
-1.61228 -0.130858
-6.67192 4.00452
-2.31981 2.61816
-4.48231 -1.44121
0.211175 -2.37588
0.117929 7.99384
0.567877 -3.40216
-0.902399 4.48832
0.106233 -3.73127
0.171887 -3.80905
-2.20437 1.06179
3.45978 2.30986
3.79849 3.97132
0.776271 2.17014
7.38833 2.66626
-1.26642 3.45071
-3.75087 6.88973
-0.0180658 0.0856899
5.573 1.49104
8.1878 2.14349
-2.35338 -4.82254
9.96697 2.68234
1.95835 0.419954
0.483263 0.914302
0.598116 -3.51649
-4.7648 6.46504
5.22675 3.39473
4.33929 1.18667
0.853369 -2.73021
-3.54994 4.83766
5.73273 3.05185
-2.62006 -4.83533
3.41913 4.21504
-0.919398 -5.13557
-3.59677 3.94353
-2.25775 5.05851
1.02246 -4.92756
-1.59426 -1.54409
1.67806 0.700194
-2.45844 4.1214
-1.95832 2.42653
-1.73857 -0.542433
3.96265 3.40891
7.85105 3.70428
0.252665 1.3398
-2.15919 1.9646
0.775483 0.46306
7.93009 2.17477
-1.99942 0.169302
-1.83398 -5.4207
6.15235 -0.48209
-3.5439 -2.30481
4.82918 -1.01859
0.23074 -2.47232
-5.67824 0.587493
-1.5036 -2.14817
-4.79819 -8.30427
1.17323 6.89822
-1.9514 6.33425
0.0550563 1.53833
-5.15922 4.53359
-4.41039 6.13586
-0.801519 3.84663
6.19834 4.184
-1.11472 -6.15905
-1.71031 2.1055
2.34727 1.00599
6.62059 5.32918
0.484023 -0.704543
1.36697 0.760073
-4.42815 -2.06957
0.436769 1.54816
-1.66176 2.93815
1.77447 -1.53476
2.62906 3.85636
-4.93821 -6.7476
1.31875 -0.876271
5.39187 6.03038
3.63468 -5.27666
-1.03472 -6.49397
0.686035 7.64453
6.94264 4.86489
1.01588 5.92171
3.48553 -6.17459
4.72 2.04028
-2.70409 -6.78024
-0.661849 -2.94951
5.78672 4.64001
-0.0233424 -0.568719
5.68742 0.65455
3.07871 1.82241
7.59789 3.28378
0.157759 -3.51643
-3.50261 5.39395
0.158653 -0.316476
-3.149 -4.93796
-0.338192 -1.87549
0.287638 -3.41544
-2.06668 0.59342
-1.69243 -3.61729
1.68302 -2.61407
4.97724 4.63665
4.03453 4.06246
-0.665312 0.809054
7.01889 1.48442
3.79157 3.21401
-0.951088 -3.05475
-0.732034 -3.72977
1.45787 -0.0104145
2.65099 -2.32077
7.86509 2.48401
-6.82974 -3.31393
-3.7586 5.3214
-1.49834 -2.59074
-1.1033 0.925334
2.68062 5.40155
-1.92096 1.01676
0.768112 5.11344
0.37876 -4.19976
-0.407591 -1.86215
-0.644226 4.20099
-2.61938 1.83189
6.33742 4.10407
-2.94557 3.12626
-2.90011 1.20145
0.574616 -0.854701
0.25564 -5.45441
-2.58737 -6.03167
-3.13901 1.30472
-0.911121 -4.28541
3.75846 -0.388968
0.619757 -0.330444
-1.89497 -0.551351
-3.16397 8.75018
-0.997006 -1.20423
-0.00166118 2.37586
0.52931 -2.76268
